sentence,label
thanks lol and im sorry,0
working on sickness but the rain stopped hungry,0
lemon soda by grey milk ice cream fail,0
but i voted real quick for,0
hope u guys have good video access or,0
just finished watching that movie and mr,0
i am going through withdrawls so i do,1
i am not sure i 'll get it done,1
gutted im missing out too,0
ness demi lovato are julian bowie haha slang,0
now i have to do my hair,1
am not skinny yet know when,0
am i really tired of having a bad stomach ache,1
feeling a bit sick and has a sore throat and a headache,1
weather is n't looking like a good day and i'm,1
well sunday morning in indonesia or hot up coffee which sea so sgt,0
finally finished my homework and now i'm going back home,1
either i 'll be in bed or not i 'll be in bed all night and i have,1
might contain a hummingbird wide when i'm able to get it done,0
haha i say to you oops,0
now i ca n't even get out,0
u should do anything that happened it has been a very boring day u should,1
well it 's not a bad thing,1
im definitely os arrest and hey glad my hubby,0
damn i'm not gonna be home tonight so no matter where,1
going to bed sweet dreams,0
all the time why are n't you,0
why do they call from queensland,0
i feel like my mother ftl though they just,0
thank you mine i'm sure you know but i'm getting closer,0
man so i ca n't watch all my shows on,1
getting ready to go to hair candles maybe a wash coat,0
10 euro car celebrated 90 insanely generally app says update nice,0
wants a new job for my new,1
that is so true i wish they 'd come back,1
cleaning an appt to wear my,0
i lacked an essay on william martin,0
oh my gosh i just woke a,1
the only problem was i did that,1
but what do mickey lamb android bankruptcy,0
join just begun to see justins getting divorced,0
the rain is messed up your day weep,0
ca n't wait to go home,0
might go to the movies with my girls and then to,1
nice to see you on twitter,1
having to go to the dentist,1
i am so glad that the sun is shinning and i'm stuck inside doing coursework and studying all week for my exam,1
i wonder why have a good day ahead of me and be super,0
there was a guy who had an accident,1
dang i ca n't go to the party today,1
just got back home and i have a sore throat,1
it just sold out in vancouver,0
its like this for twitter searches,0
our poor days stomach is ill and easy,0
i get emails based on chris you 're following him on twitter now to,0
i have to wait until november to see the new one,1
has been a busy day but still not feeling good at night today,1
orange and salt amp vinegar,0
sky is killin all the ridiculous,0
my day has been boring we 're just,0
gonna require a macaroni for work,0
lets see what i can do revisions i,0
editing beers to the new format of turnout,0
re is the best thing about being able to find,1
love thy acoustic song unfortunately this day is,0
still debating on tweeps about new hampshire,0
so sad i just been shopping for my flight too,0
alberta van ti a fantastic way,0
i was so excited to meet you,1
no idea i did n't get out of bed i wanted some,1
everyone will get used to this 100,0
hope everyone is having a good,0
it 's a bad idea,0
not quite finished packing though but very situation then,0
just did shrimp lol shes arms lol,0
i need to buy a pair of shorts before my birthday,1
not sure yet how are you,0
far to early for me to go,1
i never thought that the same house wud never let the wind,0
do n't let you die i'm,0
watching me and all that,0
quotwe 'll have to curl a dayquot,0
that 's what happens when you 're sick and i ca,1
somebody driving on our plane to chicago from perth to japan,0
dear god i love your music and,1
i have to find a place to make a,1
too much sympathy looking forward to seeing,0
phone is broken and i ca my text message i ca me,1
when you get home you 'll see my love,1
i really hate celebrating the first half of series i 've been teaching,0
that does n't sound as bad as that,0
i know it makes you feel special,1
i am a little bit jealous,1
i have to wait until i get my iphone,1
twitter is turning on tweetdeck notice confusion and bricked url systems allows to me,0
1 hour after nova last night bad times,0
new moon looks amazing it looks like a,1
i'm so sorry i missed your tweet i had,1
unfortunately google wash is working,0
last day of school this year then the summer begins,1
re last week in for undo eight categories of,0
getting a new tattoo for my new car today,1
do n't hate being bored thou i 've been neglecting,0
we 've been stealing my free honda data since budget,0
sleeveless gym day is now great,0
its a good day to be productive,1
i 'd like to do that again,0
like coming this weekend to la bored marcus,0
nice to see you here have some lovely pics and,1
if you 're going to be listed later 140 characters do n't have,0
what is it and y,0
entertained the loss for a new job,1
im gonna be on the verge of the world,1
missed the first time i thought it was going to be a sad sad,1
congratulations to all of the guys,1
had a fun night with my friend,1
sundays still i loved happy even with help twenty,0
its really interesting that but there it goes,0
and i always wanted a hat pass guys foo,0
i wish it was the weekend so i could watch it,1
i am good just remembering everything from yours,0
anybody else interested on how much trouble i can be,1
go to settings then click click and link,1
maybe you should have been there,1
lol mr creatures rocks all too low,0
gossip girl 's day is going to,1
maybe i seek going to ride them down,0
ok so what im talkin about,0
selling it in the am for my new,1
yah serious i just like to say hi,0
i have to go to the dentist,1
the out of creativity is slippin amp,0
maybe they are too loud at night lol,1
trying to sleep but i ca my boo,1
iphone 3g live is a great place,1
watching a movie with some people who do n't like,1
still debating on tweeps about new hampshire,0
but i do n't get it anymore,1
almost done with my homework and now i am off,1
off to sit sessions for the last hours to do nothing feels so sick here,0
but i do n't care,0
well at first i thought it would be a bad,1
i and i loveee megan,0
ugh why do n't i didnt feel that,0
i 've had to cancel an argument,1
cause ya 'll should help me,0
oh my gosh i hate this stupid feeling,1
my sympathies for you have a,0
this is monday booooo number two goes out to,0
every single one of the most amazing things in common is going,1
ugh i have to go back home,1
just finished watching season 5 and was about to go,1
it literally made me want some,0
yeah i'm a cold in my new morning,0
make a good run please and,1
just woke upp a little early,1
you 're welcome my new favourite,1
my man brought me baby fck to,0
hey i am a big fan,1
me tooo but i have to wait until wednesday to get it in if scolded,0
away frm the hospital in my life i miss u guys already,1
god drop by 1 89 twittercom,0
come back to leeds soon,0
in the swing environment just not a wired,0
thanks for sharing a photo with my blog,1
do n't know what to do facing what,0
i agree yeh that 's prob a really,0
no valve break for 3 more,0
thank god i do not have a,1
however i missed twiiter and devo,0
omg it was a great day today but i was,1
got to get back to school today,1
yup the place is so cute,1
they 're good and was so,0
if you want to get a reply from me for one of the questions,1
it 's been so long since i 've been so busy,1
i 've had a amazing productive week,0
sundays still i loved happy even with help twenty,0
i think i'm going crazy and i have no clue,1
good thing i still have school and then work until 1230 on,1
my new car has been stolen by,1
my mom is going away from me and i have to wait till november for my new,1
the out of creativity is slippin amp,0
i wanna definatly belive that jon and kate have i spent,0
they are n't even here yet,1
new harry potter related edition,0
so far no wo n't get to your drought,0
all for the last shift runs on uk so i could,0
i ate my family for dinner,0
i'm sure you 'll get the perfect nap as well,0
apparently you 're in my mind,1
you can go to sleep sometime,0
yes i know but it 's so,1
does not mean it happened toquot and almost simultaneously but singers,0
off to drive an elephant for a birthday todayyyy is a week away,0
have you seen this tshirt on oprah,0
so sad i just been shopping for my flight too,0
there 's a huge spider in it,1
katie and rpattz are soo delicious useless,0
the weather is beautiful today and i am going,1
will just finish reading dfw,0
yay migraine gets better i ca n't sleep,0
ca my mother has a huge pile of errands and i do,1
today two staff death biz manager hose behind,0
brought water and learn spanish even,0
is frustrated with mum 's store today about deadline drinks in the basement maybe,0
just got done watching the hills finale,1
i still did n't win the competition,0
ca n't believe i forgot it was,1
i was just looking into the new house,1
so much for my day off today,1
i love bampn but we do it hella soon,0
im so sorry to hear about your dog hope he,1
hot hot chocolate pie and water signs where stuff is what it is,0
i dare n't have one,0
dream lights parties gave up then going to a dentist,0
you 've not heard of that,1
i wish i felt better everyday,0
join just begun to see justins getting divorced,0
i love my friends i want to go out,1
what a long day of work,1
i have to go to work i,1
you used god bless you,0
do n't hate being bored thou i 've been neglecting,0
well it was fun weather 14 inch cars means we trained lite that we got underneath,0
puzzled her ym renamed bush display enabled on dongle,0
coz it would have to suck,1
swinging in the sun for the first time in a long time,1
even if the power does n't do what it is then just wants to sleep,1
4me yeah i love your new video,1
lot of my friends do n't get twitter,1
cant sleep and it feels like it is going to explode,1
make it make it easy to actually quit,0
your an ass kid ar has,0
that must possibly be really exciting to say i love them,1
made me think about ourselves should my monday get better,0
the strikes mud so nice to tweet with u,0
sleeveless gym day is now great,0
its increasing and feeling shite not a happy bunny,0
sean i love your new song too i love it,1
mean i have to go to the dentist,1
god knows its hard you make sure u have a beautiful woman u do n't hate,1
my hayfever hurts sick just waiting to see night in museum and then quothave knee claiming to get a,0
i love that guy wrong,0
is watching the new moon trailer and it 's so,1
sounds familiar with tweetdeck so the monitor is n't available,0
i like the idea about paper,0
work in an hours and a half,1
are you following me as well,0
shoot with allison on wifi,0
still debating on tweeps about new hampshire,0
i was playing expert online if i was a junior one,0
i am not sure i can get it,1
this is going on the 22nd june 6th,1
is in love with the sun today and its not even,1
maybe you should have a twitter,1
is going to bed now nighty nite everyone,1
warning i do n't know what 's,1
trying to get some work done but i do n't have any plans,1
my youtube and purple arrow have no idea how to work with it but still tryin',0
god drop by 1 89 twittercom,0
this is going to murder the way i think that,0
it was the perfect it feels soooo not that i'm super tired right,0
eeeee until 4am leave 230 's,0
u should put me in my mind right on my,1
prob putting the balcony oil in,0
im definitely os arrest and hey glad my hubby,0
lol yeah thats a bummer,0
ca n't help but think the time is getting better for it,0
feeling strangely cba with people then i horny bookmarks and ajax,0
i'm running heavy eyes on toast rocked by hayfever i still need,0
is going out to eat some dim sum yummy chicken,1
is feeling nauseous and i have a terrible headache and has to do some research,1
i am so tired of being unemployed and i do not,1
ooo chuffed that you 'll be available,0
in austin attacked by assume im 5mins dance shift,0
beautiful day i do n't want 2 give myself a chance 2 work today,1
my phone is dead and i'm not sure what i can do,1
i am doing nursing and going to bed now,0
au reaction from africa please,0
i 've got a bad cough and i have,1
so much for my birthday dinner,1
i have to wait until i get home,1
on the way to the hospital,1
to bed have fun tomorrow,0
u must always try to find smoke food,0
i do appreciate the follow fridays to,1
i have a feeling i 'll be going home tomorrow,1
you 're an awesome person and,0
sunday will consist of doing laundry,1
looking forward to seeing it later on tonight,0
plz do not die hangin' out against her friends cuss in the head out of,0
where have you seen any,0
jonas brother performance before they are white,0
i do not know how to use twitter,1
alberta van ti a fantastic way,0
my poor little brother just had an allergic ligament attack at home,1
i'm from 35 so i do n't finish wax lessons in,0
hot hot chocolate pie and water signs where stuff is what it is,0
i feel like shit today,0
why do i have so many things i want to do with it but i'm not sure what i'm going,1
hoping u will be in the philippines and i,1
dude i think it 's a bad idea but it looks very promising,1
off to drive an elephant for a birthday todayyyy is a week away,0
my pictures are about 4 wks away from the house photo,0
hope campbell on 22nd floor did n't forget about being checked out then private,0
why is it so cold outside my window,1
getting ready to go to hair candles maybe a wash coat,0
the rain is messed up your day weep,0
just bought a copy of an ebay app,1
nursing a great weekend of the day is,1
sooooooo tired upgrading from wordpress tonight my mac is low compared to multiple of my monitors,0
it would have been the one exam over and over now anyway on,0
thanks to all the people who voted for me,1
with my fellow friends of course revolution hahaha what a beautiful,0
thank you for that puppy,0
is going to get ready for tonight,1
cleaning an appt to wear my,0
30 minutes of sleep and still not sleepy so no fun yet still,1
beth is the shiz you too,0
you arrived burned plum running at alex 's casa parking,0
not so much but it 's 7am today i,0
when u comin to australia 's world,0
counting down to go to sleep and,1
useful picture is n't playing well with tweeterwall in it,0
i have n't seen it for the past two weeks but i ca my baby,1
i think i 'll be able to get,1
if not more i shall smoke if i'm shaky,0
off for a walk with the girls and the,1
all kinds of gigs to do,0
i have a feeling it 'll probably be a good night,1
hi ock just heard about things,0
time to teach about bionic guidance when i shortest at the other,0
only if you have n't already seen,1
wha do u intend to be in town,1
i need to sleep i just woke and an exceptionally bad news,1
only if it does n't have any,1
re last week in for undo eight categories of,0
have to work today and my tummy wo n't cooperate,1
not quite finished packing though but very situation then,0
urgh that 's a lot of fun,1
good morning twitter addicts and have some fun tonight,1
hmm i'm still on the boat,1
i have to wait till i can go,1
problem is thanks to you,0
i was so happy to get my hands together,1
our last night was a blast but it rained on me so i did,1
mad at me for being so damn,1
but it does look good and i ca n't wait to get the new album,1
suprise for a few days is going to be awesome as a result,1
half died on the bed last night,0
it does work i ca n't find my copy,1
i wish i was coming to see her,0
that 's what i was thinking about,1
all of them are in the air france flight 447,1
my face hurts phew gn from,0
i have to go to work i wish,1
aint it the cause i missed it,0
will not be on here tomorrow,1
shops man grass hydrate and corporate,0
morning all i am going to sleep now i,1
thank you mine i'm sure you know but i'm getting closer,0
i was hoping it was just a dream,1
wish you guys would meet up,0
i'm trying to figure out a spell,0
the sat and sky editing journey across the us is,0
aww i would n't be taking either you think but imma know that,0
just finished watching marley and the city and now its,1
it 's a warm mess out decision for the kids on,0
i am so happy that i am finally home,1
but its not as if he goes to detroit,0
hope i get there in time for,1
not sure if i 'll be able to tweet much,0
sushi but broke i'm afraid of,0
i actually own an webcast i am building cakes from this restaurant,0
keep it up for but indy says quotyou are gonna,0
ugh missing science especially already i want,0
missed the first half hour of sleep but,1
but i have to work tomorrow,1
wo n't drink phone till tomorrow which means when the battery comes out,0
i quite hope you feel better today lol,0
tried it once and it 's still not working yet i did n't,1
his top ten have pins and needles quite,0
my god boo hurts ulcer,0
my gut always seems to taste like toe bleed n i love my honey,0
sleep well and have a great night,1
at my dad 's wedding friday,0
it 's fic day 25 minutes to go,0
i am going home after a looong and,1
dammit im so excited i get my hair cut in,1
got a new one and i'm sure its just mean,1
dell media code owners announced by me n tried to find new apt for space closed on crisis and,0
bball is a great movie but the quality is,1
just made sure there was a chance,1
building itunes died nice cracked drive journey,0
ugh why do n't i didnt feel that,0
ryan is such a beautiful cook,0
hope we could get healthy today tornado does n't,0
2am so tired and im home monday have the angry,0
ok it 's time to head home,1
who cries is going through next 1g,0
it would be great if you were,0
1 party dinner vs 3 n da funniest,0
period just got up from a nap,1
lenses is not like fun when you do n't,1
morning tweeps how r ya doing,1
how can i get a picture of your face,1
you used god bless you,0
just finished watching that movie and mr,0
as kids changed that look after tobacco docs stand up,0
mostly hanging out at the bakery really really feels so alone,0
they 'll be mine later this year,0
happy sunny planet my mum perhaps,0
and i'm checking you poor itt,0
i shared my first year without medication and forgot my cabinet charger i hate me,0
sitting at the computer getting the best of my life,1
after a week we have a postal cut,0
me too i think i might have to go back,1
damnn my mom just told me that she 's a,1
tweeting lock em' au de cng,0
shit that arent going to give up and,0
that 's what i'm doing now i have to go to the doctor,1
had a horrible day and now i just got,0
you 're not alone at the mo,1
everyone seems to like your avatar,0
if you 're going to be listed later 140 characters do n't have,0
lmao no i didnt but she was just scared during the search,0
missing my husband but i still miss him so bad that,1
i think my computer has died i want to,0
yes that was the bestest day my memory,0
well it 's a bit of a,1
oh god i have a headache and my nose,1
my mom just called to say it 's not a big fan of his dog,1
i like rob but it always,0
his top ten have pins and needles quite,0
haha seriously its bothering me that i have to wear a,0
i'm so sorry to see you go and you are,1
p i still do n't know who,0
love 2 twitter 2gether but missing her along by his aussie friends,0
we 'll 2nd the kids and then we,0
one of those things listenin ppl up at maldives,0
it was a great show but it 's,1
drinking a beer and watching tv,1
i was in pain sleeeeeeeep this morning,0
jonas fans do n't know how much we,1
cant wait for the new moon to come out on june 20th and i,1
song congratulate me i 've made my father named it onto youtube i was a down gemini,0
hm i hate being able 2 make,1
please help me get a good start on this day i 'll have to wait for,1
gonna go to school tomorrow and im going to study for maths test tomorrow wish,1
i'm in the mood for this,1
tomorrow morning do n't go promise,0
i am so happy for him,1
i think i have the swine flu but i think i,1
is praying that she has enjoyed her birthday we,0
but i 've just joined twitter 'd in the name of tweets,0
thanks here you are you,0
now everything is fine missing u too,0
i had a dream too haha,1
yeah i'm a cold in my new morning,0
i think my twitter device 's messed up,0
uhhh i'm gonna die now,0
trying to learn what formal does nothing,0
my mum bought her a card so she is gonna buy me food,1
hey thanks for following me i hope i do,1
it 's not even the end,1
going out to dinner and watching a film,1
puzzled her ym renamed bush display enabled on dongle,0
okay i am off to bed now i 'll be up at 530,1
not feeling too good this week but i'm,1
hey tom got you some me in school solo so,0
at the bar with chels,0
guess i should n't ask if it,0
i'm not going to see the new moon trailer,1
sky is killin all the ridiculous,0
hope you 've tried to make your day by faster,1
i 've made your youtube update,1
country jam fair amp cranky,0
there 's a huge breeze outside,1
wow grace have had a jelly alarm should have had over twin burgers,0
i have a headache and it 's a little sore,1
i feel lost without him,0
i am so sad to hear about the air con plane,1
now i have to go to work,1
ok i 'll try to make the best,1
is sad that her baby boy passed away last night and,1
good day to you too i'm still,1
wants to go shopping with her friend,1
yeah but i am so glad it is over yet lol i was like omg,1
i 've been neglecting it for years,1
i will give it to my wife,1
blahh sleep eats breakfast tanning extra poop,0
im definitely os arrest and hey glad my hubby,0
let 's hope you have fun,0
listening to all time low by adam lambert,1
get you sum popcorn and make cookies some pasta and work,0
i just got a call from my phone,1
i spend 2hrs making the makeup jazz,0
4 guys of nuts sake,0
i really want to go to the gym,1
yah serious i just like to say hi,0
it was so much better than i thought it would be but it was,1
cards get helped lizzie alone,0
i do have a twitter and i ca n't figure out twitter,1
you should be proud of yourself and i,1
covered on the beach in the rain,1
awwww i wish you were coming to the philippines,1
movies for 24 every resort of never,0
earth is the best i ever get to go back in a few days and i have to wait for it,1
helps lend reasons to cover him,0
oh and i have to get ready for the day,1
whoa so my sister is leaving today,1
trying to get the iphone software for my,1
no money at all today,0
but i'm not in the mood to be able to get out of bed,1
lol i was just wondering how much you have to be,1
finished my first day at the new job,1
sure man said he could care about kids all love doggy,0
i'm really sad right now i ca n't seem to,0
on the way back from my cousin 's house,1
you have to admit i 'll do it all,0
lol yeah i was so excited about the new album but it was n't as,1
i'm running heavy eyes on toast rocked by hayfever i still need,0
looks like the rain is gonna cooperate today in,1
off to get coffee and then eat some lunch then to eat dinner at the brewery,1
no bk for days but will,0
active migraine on the thousands of,0
i'm so glad you had a great day,1
had a lovely weekend but its a holiday of my work days,1
lmao it sounds odd but i deleted it,0
it was amazing at me but i,0
oh no i could n't do work any more,0
class watching submit shutdown so totally lookin forward to urs,0
to bad for anything alone,0
hahaha well it 's a nice morning here,1
i 've been trusted comments lately,0
ugh i feel like a kid,1
had a great time at the wedding,1
do i want to curl up,0
ahhh my mom 's not coming up for me,1
21 more days till my baby,1
talking status about mr chow in the corner between georgetown,0
is wanting his cookie dough,0
dang i have to go to school,1
are u going to be in nyc,1
i want to wear too bad i,1
still cant figure it out x,1
best of times for a night out,1
this is pretty much an mlb,0
donna very cool night wo what huge,0
goin back to manc headed to target who wants,0
morning i blogged debating quoti'm waiting in,0
what kiwi one short is going,0
owwww i miss our sisters in vegas this week,0
by the way that is a great article,0
way too easy after i look redmond and turbo ruined anymore,0
hmm the last time we watched the,1
cant believe people bought a flat amp purple turkey on my way home from nyc amp it was kinda nice,0
i have n't heard from you in ages,1
still trying to figure out how,0
if it 's not the case it is n't a good,1
not sure but i 'd like that i think it 's too expensive,1
hahaha well um lol i'm always buying my car but i do n't think there,0
but this is n't too bad i ca n't believe it 's,1
this is sad haha i agree,0
and i will wake up in 4hrs for,0
just got back frm da mall with my hubby,1
i have no money to buy it,1
am not skinny yet know when,0
i run to alberta amp back,0
a weird waste of a day,0
sleeping at the hotel in the rain and listening to the rain while,1
its only one month of my vacation,1
have to do my work tomorrow,1
got a little sunburned but i think my,1
thx for follow me happy my dear friend,0
u should probably tweet 2 me this am or deb i aint,0
uhhh i'm gonna die now,0
lol i know you 're not a bad girl,1
hope everything works out for you,0
sounds posh im just looking,0
any movie management videos with cvs covering to mill,0
please say hello hi to cara for your,1
not sure i 'll be there,1
u 're now on twitter,0
when i get to back in victoria,0
miserable weather is so much nicer,1
ok just trying to tweet through sum cheerful advice email addresses then help me,0
todays development and in a few hours i am scared of hayfever,0
got sick all set up for a move i had to walk into the shops,0
getting bigger out of sleep,0
i completely called 911 again you,0
i am so happy for u,1
sounds familiar with tweetdeck so the monitor is n't available,0
explain that the weather is so beautiful today and i'm,1
wishing that they supported him famous,0
saw pictures on new building,0
all the ones i love to read,1
maybe i 'll get to bed,1
i think i have to wait until august,1
i wish i felt better everyday,0
is it just that i have n't seen the,1
it 's boring things happen between the possibilities,0
i am not a fan of this one,1
thinks mine she is perfect,0
for some apparent reason i'm getting sick,1
yes i'm going to be able 2 watch,1
has to go to the dentist today so i can get,1
i just had a great time with my friends and i love him,1
sorry you did n't get to tweet,0
heading to corn i love me some,0
save me quotoh whaaat i will see soon,0
whoever writes this deserves to breathe so much,0
i was just wondering why i was n't invited to you guys,1
today is the day every1 jonas,0
barely fit up tha gallons of,0
even those i post about 31 times a week thanks,0
but i think i 'll sleep after,1
and he was only 12 blocks away,1
there 's so much to learn and i love you guys and,1
now now watching monty python mj and chuck knight,0
promise i will be in the area,1
the sun is shinning and it 's raining in my,1
still gotta work it out,0
smh it 's not a good idea,1
ooo chuffed that you 'll be available,0
i am so excited about the new iphone 3g,1
it looks grim and i want to sleep in,1
just had the best day ever and now i'm stuck in work,1
it 's a sunday roast ali bra,0
are that george johns any number,0
is going out to eat with my family,1
come back to auckland please,0
and the weather forecast is so beautiful,1
we 'll have to wait till tomorrow,1
lmao it 's still raining but my mother wo n't let,1
two more days till i go back to work,1
mom is going to viruses when your working,0
how have i tweeted anything,0
june 13 annual performed the end of a year due to a,0
i do n't have a phone,1
my mom is going to be a wreck for the next month,1
trace was awesome and you made me cry i love your voice,1
welcome to our hawaiian level a few wks,0
bored and tired of working,0
if you 're going to be listed later 140 characters do n't have,0
need a break for the day and i am not,1
return and break pot and now verry nifty,0
come home colorful and humid,0
had a great time with her boyfriend,1
u must always try to find smoke food,0
has caught 19 again last night that we werent,0
oh god i'm glad you 're feeling better,1
working in a bit of pain,1
thank you and its amazing how you going strong for me,0
omg omg i ca me even on utube that i 've been,1
hot chocolate chip cookies matt and cheese,0
how did you get a picture,1
got me out of ca n't believe it is over need out for a few electricity shows,0
on our trip to a party,1
adam stewart its better than a disaster on roll the bottle,0
get 100 followers a day using wwwtweeterfollowcom once you add everyone you,0
feels like tj 's here,0
when you get back from the show,1
yeah huge words i'm talking about,0
helping a little bit more than the,1
love it all you can use is reserved,1
i just blew up the bone and my alarm just snapped my thigh with a tree,0
yeah it 's not that bad but i 'll be back in the future soon as,1
me likey am not enjoying himym sometimes,0
not feeling too good today but i do n't think i will,1
i do n't know where to start,1
i think i'm going to be in trouble,1
woot mister _ bb wave at the,0
changed the word of my blog to my site now i'm going back in the morning,1
ec day today but not as long as,1
is in the process of the sun,1
has hear the green gym drizzle on her new back,0
i think that was a great day,1
actually it 's on friday already oh,0
are you 11 amp getting a view of solitaire,0
my god boo hurts ulcer,0
going to get ready fir dave 's,0
megan is dead and wont leave,0
i will do it in the morning as soon after i get back,1
and it sure to be rubbish,0
done my homework for the year now,1
oh btw i wish my baby luck for me,1
we talked for 6 many 30,0
and i think it 's a sign,1
trying to get my butt back in jammin to new division for,0
wo n't drink phone till tomorrow which means when the battery comes out,0
but it 's a good day for me,1
i have n't been there since last week i had,1
why are the days not long enough to be a teenager in the morning,1
am not skinny yet know when,0
sittin in my room doing my makeup with,1
wow i think i fucking killed off some vitamin c n,0
good luck to your exam and i hope it will get,1
taking my son to the bus ride,1
i have to wait till november to,1
changed my mind to a friend 's,1
hope we could get healthy today tornado does n't,0
sounds familiar with tweetdeck so the monitor is n't available,0
some of it did n't work out for me,1
got a little sneak peek nite tweet,0
no one to go with me,1
thanks for sharing your neighbor make your day stand round,0
off to sit sessions for the last hours to do nothing feels so sick here,0
staff is one of my favorites of the day when i'm home sick and a little bored,1
i have a headache i feel nauseous and my throat is killing my throat hurts so,1
starts on friday for a week in,1
swimming sesh amp relax but they,0
uhhh i hate being in my dreams,1
i wish i felt better everyday,0
fingers crossed i actually breathe and it has come to hate our families,0
he is so sweet and cute and,1
twas walking dog worship to 93 million,0
we all are just too geeky,0
i have to wait till i can go,1
3 hours of driving to work,1
that 's the only one you should pay attention,0
i ca n't believe wut incorrectly did to me lol,0
and yes i can imagine the difference i think,1
bout 2 watch bak later this morning relay for divorce soon and it 's,0
please tell tom to say hey please plz plz,1
i am not a big deal but i'm not a,1
getting some work on a new project,1
im so sorry i was so sick,1
i just saw a picture of you,1
thanks for the update i was really tempted,0
sipping margaritas is knw making sad sleepy and want some moths,0
waiting for the announcement showing the iphone,0
i was going to ask my question but i,1
guess it 'll be a lot of fun for me too,1
played the sims 3 today but i was like a little,1
i am really bored 's dad wan do n't get to see josh samberg bringing me heaven,0
omg onequot having boiling opinions stop holding daddy 's quickly imma get sum wake up,0
did n't get any sleep last night but i had,1
i 've been stabbed completely yesterday and the art of a bug,0
omg is it still warm out,1
just finished my last day at work today,1
i alittle forget what this was,0
feeling strangely cba with people then i horny bookmarks and ajax,0
yeah and my mom is going to get me one,1
by the way that is a great article,0
is that for all of us,1
i ate my family for dinner,0
haha i was n't expecting you but you were the best girl,1
oh and i 've always wondered what this is like,1
watching a little bit of csi highlights,1
i wanna talk to you but i didnt,1
according to my twitter and i am a fan that does not like,1
but as long as it 's,0
if you 're interested in person i will be sure to,1
i wish you could get me one,0
is watching giggles even though i ca n't come,0
share my tunes with the fam,0
it was amazing at me but i,0
about to get ready for work i,1
yeah i know but i think i 'll be getting it done now but,1
thanks for the encouragement wish the real crew was made it tonight cos we changed sitting,0
i think i might have to be a part of the world to get out,1
so far no wo n't get to your drought,0
well my back is killin you,1
im so tired of being sick and tired,1
i had you and a cupcake,0
i had you and a cupcake,0
postal sold out abt 45 minutes old stuff,0
ok now i have a lot going on,1
maybe i seek going to ride them down,0
hey tom visit you for like to fast,0
i have a headache and i do n't,1
no money at all today,0
u 'll be the most amazin man ever,1
but it was a good one,1
have a good day tweeters xx,1
apparently i am not a fan of my life but i do n't,1
dosent know what i want to do,1
trying to learn what formal does nothing,0
really want to be in the sunshine,1
i need exposure at the insurance section,0
for 6 hours i'm not being a,0
i wonder why i had n't bid,0
3 for scrub to keep up with the kardashians sad,0
awww you 're welcome i love you too xx,1
ning is down and i ca my,1
uhhh i'm gonna die now,0
should be available works af all,0
do n't know what to do facing what,0
i have an exam tommorow at 8am,1
i was hoping you had watched planning guides,0
come home colorful and humid,0
fighting las monk while smelling cheesecake is that i chipped my diet,0
the church 60 sound 35 now pair of shoes and pink and white eyed cute white polish i would have to scratched,0
god drop by 1 89 twittercom,0
oh lame jealous prices are so bad,0
has a teacher messed her up from her diva and is going to the barn,0
we 're all going out to the mall and then,1
i had like 2 friends on this planet,1
is raising technical shortcuts again,0
sitting in the house waiting for her,1
it actually did n't say,0
there 's a spider in the house,1
fig to take a pic,0
they are the one for the next match,0
i 've had a amazing productive week,0
that 's also dk flickr support,0
woke up with the worst headache,1
my bro just prepping a holiday for lady gaga on her,0
why is it so hard to be in such a good mood and,1
its really interesting that but there it goes,0
ca to wait to see you,1
my phone 's battery is dying and,1
hahaha well um lol i'm always buying my car but i do n't think there,0
i need to find my camera,1
sorry i did not make it to,1
half died on the bed last night,0
i am trying to figure out how to use my ipod,1
i wish there would be of,0
i am absolutely shattered because shut down calories,0
ughh dokie killed my southern bands,0
okay another 5am day at work i hate sundays i got home at 245,0
one of those things listenin ppl up at maldives,0
what did you say for the first time on twitter,1
spent the weekend with my son and sister,1
4 guys of nuts sake,0
wishing i could go to sleep but,1
listening 2 music amp thinking of you,1
sewing intro is good the sun,0
sleeveless gym day is now great,0
have a great day ahead of everyone,1
had a horrible day and now i just got,0
cant wait for summin next week too,0
ugh missing science especially already i want,0
also is going down to the beach to do chores,1
everyone else took that book,0
now now watching monty python mj and chuck knight,0
kinda bummed when i go see a few and,1
when friends r feeling sick,0
hey there how are u doing,1
thank you i'm so proud of those,1
parents are so cute i want to go to the beach,1
when friends r feeling sick,0
been to an epic wreck at the beach today,1
it is going to the best ever,1
do n't know what to say,1
it 's okay you 'll get it when i get home though so you,1
i do believe i 've had a,1
i made a model yesterday took a hot,0
does not mean it happened toquot and almost simultaneously but singers,0
oh no i dont know what to do when i am,1
melissa and anna on here we go to the hospital,1
i was playing expert online if i was a junior one,0
german class then heading to the city,1
should be off to bed now,0
it 's the end my time and,1
he is so sweet and i ca my baby,1
gym issue i did n't do anything work and have a good excuse to answer thanx for sree,0
let 's see if it works,1
all the the vampire sets and cake including me because i only want them once,0
i type of films i'm on the curb alaska and is a,0
vip day and night with my favorite person,1
w00t you 're a great friend too much,1
tell me about the ads,0
i know i am in the best boat ever,1
p i still do n't know who,0
i just bought a new laptop from amazon and it costs the 3g,1
off out to eat then heading out to a meeting,1
so wearing boots for walkies ugh,0
i ca n't believe i missed that last night but that one was good to see,1
here in manila it is a bit chilly and rainy,1
seafood and a movie with the fam,1
ughh dokie killed my southern bands,0
